provid,permid,ssObjectId,orbit_class,population,sample,csv_file
2007 ED239,nan,21163637197388100,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2007_ED239.csv
2007 GQ22,273829,21163637229105745,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/273829.csv
2007 HO88,273922,21163637246277711,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/273922.csv
2007 KP7,161974,21163637296084816,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/161974.csv
2007 MA24,278385,21163637329769537,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/278385.csv
2007 OB1,284494,21163637363192130,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/284494.csv
2007 PU16,168274,21163637380036181,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/168274.csv
2007 RK18,456648,21163637413591115,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/456648.csv
2007 RH105,214876,21163637414638920,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/214876.csv
2007 RO131,304869,21163637414834511,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/304869.csv
2007 RR132,435199,21163637414834770,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/435199.csv
2007 RH142,341224,21163637414900296,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/341224.csv
2007 RK171,nan,21163637415096651,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2007_RK171.csv
2007 RS250,645412,21163637415620691,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/645412.csv
2007 RA291,341284,21163637415883073,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/341284.csv
2007 RC313,239378,21163637416014659,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/239378.csv
2007 SB9,309328,21163637430303042,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/309328.csv
2007 TG,645489,21163637447077959,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/645489.csv
2007 TN19,243148,21163637447145806,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/243148.csv
2007 TX25,645496,21163637447210328,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/645496.csv
2007 TT64,400290,21163637447472212,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/400290.csv
2007 TQ66,204880,21163637447472721,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/204880.csv
2007 TO75,312083,21163637447537999,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/312083.csv
2007 TA90,345967,21163637447667777,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/345967.csv
2007 TV110,nan,21163637448257622,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2007_TV110.csv
2007 TV242,281329,21163637449110102,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/281329.csv
2007 TR305,204890,21163637449504082,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/204890.csv
2007 TD363,358572,21163637450289988,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/358572.csv
2007 TJ426,309429,21163637450683978,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/309429.csv
2007 TQ430,294203,21163637450747985,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/294203.csv
2007 UV33,444817,21163637464052566,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/444817.csv
2007 UU68,588291,21163637464250453,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/588291.csv
2007 UR100,571691,21163637464969298,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/571691.csv
2007 UT100,341598,21163637464969300,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/341598.csv
2007 VA79,nan,21163637481093441,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2007_VA79.csv
2007 VO95,383747,21163637481223503,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/383747.csv
2007 VN133,216332,21163637481943886,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/216332.csv
2007 VM152,495999,21163637482074701,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/495999.csv
2007 VG191,453089,21163637482336583,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/453089.csv
2007 VP199,795045,21163637482338640,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/795045.csv
2007 VV279,294442,21163637482862934,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/294442.csv
2007 VF280,341749,21163637482926150,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/341749.csv
2007 VV290,435366,21163637482991702,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/435366.csv
2007 VB307,435369,21163637483059010,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/435369.csv
2007 VV319,571788,21163637483125078,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/571788.csv
2007 VL383,nan,21163637483975500,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2007_VL383.csv
2007 WS7,243252,21163637497411411,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/243252.csv
2007 YL16,218927,21163637531031116,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/218927.csv
2007 YY49,646052,21163637531228505,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/646052.csv
2008 AF22,588392,21163641423409734,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/588392.csv
2008 AA30,251413,21163641423474753,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/251413.csv
2008 AD87,388790,21163641423804228,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/388790.csv
2008 BU22,418174,21163641440186965,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/418174.csv
2008 BN34,403065,21163641440253006,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/403065.csv
2008 BE55,527837,21163641440384325,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/527837.csv
2008 CR22,nan,21163641456964178,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2008_CR22.csv
2008 CX73,nan,21163641457292120,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2008_CX73.csv
2008 CK134,352524,21163641458144331,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/352524.csv
2008 CQ146,457027,21163641458210385,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/457027.csv
2008 CU178,315606,21163641458407509,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/315606.csv
2008 CP209,364852,21163641458604368,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/364852.csv
2008 CA220,646413,21163641458733121,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/646413.csv
2008 CV228,646443,21163641458735190,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/646443.csv
2008 EH42,527964,21163641490649672,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/527964.csv
2008 ER121,358815,21163641491632466,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/358815.csv
2008 EU152,189371,21163641491829333,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/189371.csv
2008 ED184,683885,21163641492026436,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/683885.csv
2008 FT141,nan,21163641508540756,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2008_FT141.csv
2008 GD4,320871,21163641523942468,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/320871.csv
2008 HQ6,325287,21163641540720209,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/325287.csv
2008 HW45,320969,21163641540982103,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/320969.csv
2008 HF48,312440,21163641540982854,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/312440.csv
2008 KH6,328343,21163641591051848,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/328343.csv
2008 KN8,400501,21163641591052366,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/400501.csv
2008 OQ9,266612,21163641658161489,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/266612.csv
2008 PU17,647075,21163641675003733,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/647075.csv
2008 QH29,724872,21163641691846984,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/724872.csv
2008 RY59,572551,21163641708820825,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/572551.csv
2008 SW261,nan,21163641727430999,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2008_SW261.csv
2008 ST287,470685,21163641727563604,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/470685.csv
2008 TQ24,233756,21163641742177361,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/233756.csv
2008 UH10,383998,21163641758888008,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/383998.csv
2008 UT41,237138,21163641759084884,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/237138.csv
2008 UM140,445112,21163641760198733,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/445112.csv
2008 UH144,830878,21163641760199752,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/830878.csv
2008 UK144,233807,21163641760199755,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/233807.csv
2008 UL354,233850,21163641761576012,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/233850.csv
2008 UV394,572970,21163641762231382,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/572970.csv
2008 UH405,nan,21163641762297160,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2008_UH405.csv
2008 WT,632791,21163641792376916,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/632791.csv
2008 WP14,391952,21163641792443472,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/391952.csv
2008 WQ38,573056,21163641792575569,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/573056.csv
2008 WU138,241437,21163641793689685,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/241437.csv
2008 WQ168,nan,21163641793886289,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2008_WQ168.csv
2008 YY22,509839,21163641826062937,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/509839.csv
2008 YW49,246659,21163641826195799,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/246659.csv
2008 YK56,448266,21163641826260555,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/448266.csv
2008 YX121,796005,21163641827176792,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/796005.csv
2008 YM175,518700,21163641827505485,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/518700.csv
2008 YP186,nan,21163641827571280,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2008_YP186.csv
2009 AC24,528763,21163645718377539,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/528763.csv
2009 BA5,406846,21163645735023937,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/406846.csv
2009 BX102,647972,21163645736137304,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/647972.csv
2009 BO104,477084,21163645736137807,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/477084.csv
2009 CA26,614376,21163645751932481,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/614376.csv
2009 DF158,nan,21163645770020934,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2009_DF158.csv
2009 EL22,301500,21163645785485900,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/301500.csv
2009 FN50,470932,21163645802459214,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/470932.csv
2009 FV57,725820,21163645802461014,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/725820.csv
2009 GQ1,296403,21163645818909009,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/296403.csv
2009 HC32,nan,21163645835883075,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2009_HC32.csv
2009 QA60,445253,21163645987074113,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/445253.csv
2009 QH73,nan,21163645987140424,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2009_QH73.csv
2009 SL8,599066,21163646020237388,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/599066.csv
2009 SJ19,429097,21163646020303178,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/429097.csv
2009 SD35,419065,21163646020433220,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/419065.csv
2009 SR145,nan,21163646021612882,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2009_SR145.csv
2009 ST162,496087,21163646021743188,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/496087.csv
2009 SA265,665711,21163646022399297,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/665711.csv
2009 SS310,499188,21163646022725715,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/499188.csv
2009 TP22,432315,21163646037144144,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/432315.csv
2009 UN190,nan,21163646055493710,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2009_UN190.csv
2009 VF27,573875,21163646070699846,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/573875.csv
2009 VZ112,468697,21163646071747162,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/468697.csv
2009 WN54,744729,21163646087672910,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/744729.csv
2009 WD104,726352,21163646088459332,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/726352.csv
2009 WO209,379364,21163646089115983,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/379364.csv
2010 BZ2,372751,21164706591945306,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/372751.csv
2010 BX81,nan,21164706592469336,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_BX81.csv
2010 CT81,548070,21164706609246548,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/548070.csv
2010 CD193,nan,21164706610426692,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_CD193.csv
2010 EE192,nan,21164706643980869,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_EE192.csv
2010 FE110,nan,21164706660233285,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_FE110.csv
2010 GQ6,832903,21164706675832401,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/832903.csv
2010 GF114,343606,21164706677011526,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/343606.csv
2010 GM123,648803,21164706677076813,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/648803.csv
2010 GM139,nan,21164706677143885,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_GM139.csv
2010 GS195,796656,21164706677536083,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/796656.csv
2010 HQ41,nan,21164706692870481,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_HQ41.csv
2010 HB51,306095,21164706692936002,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/306095.csv
2010 JR19,nan,21164706726230354,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_JR19.csv
2010 JZ167,519033,21164706727671642,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/519033.csv
2010 KN118,833661,21164706744121422,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/833661.csv
2010 LE39,833751,21164706759915845,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/833751.csv
2010 LZ69,441953,21164706760112474,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/441953.csv
2010 LM101,482095,21164706760831309,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/482095.csv
2010 LC129,833892,21164706760964419,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/833892.csv
2010 MQ64,834024,21164706776888401,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/834024.csv
2010 MN77,728325,21164706776954702,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/728325.csv
2010 NF20,482113,21164706793402438,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/482113.csv
2010 NU137,nan,21164706794583893,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_NU137.csv
2010 OP53,343669,21164706810377040,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/343669.csv
2010 OS75,529807,21164706810508627,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/529807.csv
2010 OR82,359492,21164706810573394,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/359492.csv
2010 PY73,nan,21164706827285337,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_PY73.csv
2010 RM12,448543,21164706860446285,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/448543.csv
2010 RB55,529835,21164706860709186,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/529835.csv
2010 RA83,589686,21164706860905281,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/589686.csv
2010 RM91,666572,21164706860970317,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/666572.csv
2010 RT95,778470,21164706860971348,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/778470.csv
2010 RW113,548543,21164706861560663,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/548543.csv
2010 RN163,589712,21164706861888334,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/589712.csv
2010 RP194,834660,21164706862085200,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/834660.csv
2010 SS1,548584,21164706877157715,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/548584.csv
2010 SA23,nan,21164706877289281,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_SA23.csv
2010 TH13,411288,21164706894000968,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/411288.csv
2010 TO25,548608,21164706894067023,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/548608.csv
2010 TW72,nan,21164706894393943,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_TW72.csv
2010 UE18,548683,21164706910779461,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/548683.csv
2010 UN44,482184,21164706910975054,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/482184.csv
2010 VD62,322050,21164706927882820,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/322050.csv
2010 VR135,445479,21164706928801106,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/445479.csv
2010 VR216,686444,21164706929325650,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/686444.csv
2010 VL254,547844,21164706929587276,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/547844.csv
2010 WG20,400971,21164706944397383,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/400971.csv
2010 WY21,369524,21164706944397657,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/369524.csv
2010 WA39,nan,21164706944465217,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_WA39.csv
2010 WF45,530072,21164706944529734,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/530072.csv
2010 WB46,414886,21164706944529986,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/414886.csv
2010 WG71,706965,21164706944725319,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/706965.csv
2010 XG124,nan,21164706962289735,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2010_XG124.csv
2011 AC93,545154,21164710870725443,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/545154.csv
2011 BJ22,499730,21164710887043658,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/499730.csv
2011 BE93,465959,21164710887502661,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/465959.csv
2011 BN112,516844,21164710888092238,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/516844.csv
2011 BS123,nan,21164710888158035,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2011_BS123.csv
2011 BM198,778974,21164710888618061,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/778974.csv
2011 BS201,797224,21164710888681811,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/797224.csv
2011 BO208,797233,21164710888683599,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/797233.csv
2011 CR22,545213,21164710903820882,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/545213.csv
2011 CB43,411550,21164710903952194,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/411550.csv
2011 CP51,425778,21164710904017232,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/425778.csv
